Date,Product,Expiry_Date,Open,Low,LTP,High,Close,Change,Change%,ATP,Spot_Price,Best_Buy,Best_Sell,OI,IM,EM,PEM,TM,Add_Long,Add_Short,SPCML,SPCMS,Volume,MSP_INR_per_Quintal,Policy_Shock_Flag,Import_Tonnes,Export_Tonnes,Net_Import_Tonnes,Rainfall_mm_mean,Rain_Dev%_mean,TMax_C_mean,TMin_C_mean,Heat_Stress_Days_sum,NDVI_mean,ENSO_Index,IOD_Index,Area_Sown_ha,Production_Tonnes,Yield_kg_ha,Sowing_Progress%,Monsoon_Progress%,Reservoir_Levels%,Mandi_Price_INR_Quintal,Global_Palm_Oil_USD_Tonne,Global_Soy_Oil_USD_Tonne,Policy_Global_Flag,Import_roll30_mean,trade_surge_flag,MSP_change_flag,Global_Palm_Oil_USD_Tonne_g,Global_Soy_Oil_USD_Tonne_g,ENSO_Index_g,IOD_Index_g,Rainfall_Lag1,Rainfall_Lag7,Rainfall_Lag15,Rainfall_Lag30,Rainfall_Lag60,Rainfall_Roll7_mean,Rainfall_Roll7_std,Rainfall_Roll30_mean,Rainfall_Roll30_std,TMax_Lag1,TMax_Lag7,TMax_Lag15,TMax_Lag30,TMax_Lag60,TMax_Roll7_mean,TMax_Roll7_std,TMax_Roll30_mean,TMax_Roll30_std,TMin_Lag1,TMin_Lag7,TMin_Lag15,TMin_Lag30,TMin_Lag60,TMin_Roll7_mean,TMin_Roll7_std,TMin_Roll30_mean,TMin_Roll30_std,Close_Lag1,Close_Lag7,Close_Lag15,Close_Lag30,Close_Lag60,Close_Roll7_mean,Close_Roll7_std,Close_Roll30_mean,Close_Roll30_std,LTP_Lag1,LTP_Lag7,LTP_Lag15,LTP_Lag30,LTP_Lag60,LTP_Roll7_mean,LTP_Roll7_std,LTP_Roll30_mean,LTP_Roll30_std,OI_Lag1,OI_Lag7,OI_Lag15,OI_Lag30,OI_Lag60,OI_Roll7_mean,OI_Roll7_std,OI_Roll30_mean,OI_Roll30_std,Mandi_Price_Lag1,Mandi_Price_Lag7,Mandi_Price_Lag15,Mandi_Price_Lag30,Mandi_Price_Lag60,Mandi_Price_Roll7_mean,Mandi_Price_Roll7_std,Mandi_Price_Roll30_mean,Mandi_Price_Roll30_std,NDVI_Lag1,NDVI_Lag7,NDVI_Lag15,NDVI_Lag30,NDVI_Lag60,NDVI_Roll7_mean,NDVI_Roll7_std,NDVI_Roll30_mean,NDVI_Roll30_std,ENSO_Lag1,ENSO_Lag7,ENSO_Lag15,ENSO_Lag30,ENSO_Lag60,ENSO_Roll7_mean,ENSO_Roll7_std,ENSO_Roll30_mean,ENSO_Roll30_std,IOD_Lag1,IOD_Lag7,IOD_Lag15,IOD_Lag30,IOD_Lag60,IOD_Roll7_mean,IOD_Roll7_std,IOD_Roll30_mean,IOD_Roll30_std,MSP_Lag1,MSP_Lag7,MSP_Lag15,MSP_Lag30,MSP_Lag60,MSP_Roll7_mean,MSP_Roll7_std,MSP_Roll30_mean,MSP_Roll30_std
03-08-2023,Castor,31-08-2023,3397.29,3336.33,3390.36,3543.78,3434.274338,36.98,1.089,3427.92,3490.1,3468.91,3521.52,17355,1.674,2.24,0.342,1.153,281,377,0.767,0.092,1952,3935,0,46,16,30,8.41,-0.033,25.28,13.65,0,0.531009564,-0.008,0.018,57757,82498,1686,0.0,40.8,39.19,3507.65,771.39,917.06,0,39.46666667,0,0,771.3914321,917.0612784,-0.007677705,0.017771134,9.09,17.52,2.67,11.05,23.51,15.53714286,8.140945306,14.75566667,9.516503155,27.87,28.9,27.97,29.35,33.95,26.86,1.193119161,27.726,2.673211423,15.4,13.09,9.56,12.78,14.56,14.59285714,1.746832508,14.10166667,2.034993999,3642.54257,3435.701496,3645.381777,3578.991428,3125.347733,3460.282918,114.6838704,3464.590444,205.2891316,3607.39,3423.79,3628.45,3560.03,3177.37,3449.834286,117.6336941,3456.868667,211.2154724,2886,4105,4672,5572,1484,5326.142857,5331.409927,3884.033333,3137.733791,3402.31,3378.94,3456.86,3470.02,3214.49,3408.002857,68.8330712,3427.662333,102.5259152,0.517393758,0.561786908,0.472441757,0.498835039,0.517806281,0.52324346,0.0433617,0.534928163,0.042658858,-0.367,0.475,-0.246,-0.254,-0.304,0.128571429,0.264555512,0.0473,0.254459149,-0.094,-0.196,-0.163,-0.066,-0.039,-0.131,0.082010162,-0.112033333,0.132508291,3935,3935,3935,3935,3935,3935.0,0.0,3935.0,0.0
04-08-2023,Castor,31-08-2023,3452.1,3418.49,3513.72,3513.23,3477.858323,25.76,0.746,3465.42,3498.96,3476.58,3523.71,10220,2.71,0.905,0.719,1.056,120,189,0.125,0.35,3456,3935,0,34,16,18,6.42,-0.02,30.24,12.63,0,0.465415444,-0.046,-0.097,59626,50603,748,0.0,23.24,37.02,3524.58,782.71,955.63,0,39.66666667,0,0,782.7072301,955.6278844,-0.046477491,-0.09661337,8.41,6.78,10.15,38.84,19.7,15.48571429,8.206361064,13.675,8.470525266,25.28,27.38,25.76,29.05,29.66,27.26857143,1.757208284,27.76566667,2.702206867,13.65,13.97,13.91,15.79,14.72,14.40142857,1.893712655,13.99633333,2.026354776,3434.274338,3559.816993,3205.825096,3587.095776,3085.361555,3448.574536,106.736904,3460.949195,204.0060783,3390.36,3597.7,3212.91,3574.75,3072.24,3437.837143,103.4695696,3454.834333,210.3330042,17355,2841,5666,1844,2475,6380.285714,5485.419665,4163.233333,3317.456365,3507.65,3476.09,3459.78,3465.68,3163.13,3414.93,78.57737609,3429.625667,103.8346474,0.531009564,0.435616684,0.56065918,0.550283352,0.462259151,0.527500425,0.033714976,0.532099233,0.044384572,-0.008,0.11,0.001,0.318,0.104,0.106285714,0.272822112,0.035166667,0.249740843,0.018,-0.098,-0.039,0.006,-0.069,-0.130857143,0.08207807,-0.115466667,0.130666127,3935,3935,3935,3935,3935,3935.0,0.0,3935.0,0.0
05-08-2023,Castor,31-08-2023,3308.72,3308.51,3299.49,3367.25,3323.321974,14.6,0.441,3326.95,3412.04,3400.58,3428.54,5194,1.332,0.944,0.273,0.476,270,233,0.131,0.638,1124,3935,0,66,5,61,16.22,0.074,28.41,15.01,0,0.449914535,-0.063,0.021,108257,127514,1063,28.74,27.43,38.78,3447.69,789.05,921.98,0,41.3,0,0,789.0520907,921.982674,-0.062526653,0.020835472,6.42,17.67,3.78,15.14,26.04,15.27857143,8.160207164,13.711,8.479256779,30.24,28.69,27.61,29.05,34.01,27.22857143,1.722299128,27.74433333,2.69423226,12.63,12.42,13.24,10.45,15.83,14.77142857,1.683393681,14.14833333,1.919367862,3477.858323,3383.444849,3597.825149,3252.115912,3380.118229,3439.985554,114.9540009,3463.322731,201.8959121,3513.72,3373.86,3607.61,3204.17,3393.45,3427.212857,114.3768916,3458.011667,207.1111311,10220,4044,3300,1499,2351,6544.571429,5420.625544,4286.4,3283.549515,3524.58,3333.27,3371.65,3373.1,3454.45,3431.275714,70.21515692,3432.112,103.3262492,0.465415444,0.562947585,0.572035099,0.598492197,0.51261225,0.511352847,0.040327941,0.527146644,0.045005813,-0.046,0.167,-0.261,-0.54,-0.284,0.073428571,0.278090427,0.051066667,0.225906592,-0.097,-0.161,-0.164,-0.034,0.113,-0.104857143,0.098184229,-0.113633333,0.132225117,3935,3935,3935,3935,3935,3935.0,0.0,3935.0,0.0
06-08-2023,Castor,31-08-2023,3829.82,3799.81,3800.74,3938.69,3836.107586,6.29,0.164,3851.11,3612.11,3593.11,3654.04,3981,1.746,1.596,0.247,0.348,-1,183,0.232,0.529,885,3935,0,49,5,44,73.59,-0.017,30.37,13.12,0,0.433073666,-0.195,-0.154,162010,139312,1362,9.07,20.22,34.42,3612.0,777.37,863.34,0,41.43333333,0,0,777.3710334,863.3417328,-0.194823555,-0.153838852,16.22,20.73,14.98,6.58,22.45,22.83,23.70256667,15.94466667,13.73392671,28.41,26.63,23.92,29.77,30.91,27.76285714,2.05385584,27.76433333,2.711956519,15.01,14.43,13.75,12.49,13.72,14.58428571,1.796680802,14.16933333,1.903983,3323.321974,3456.743736,3441.58383,3196.334558,3300.278053,3494.18039,189.4548316,3484.648498,206.4594002,3299.49,3445.13,3456.2,3184.51,3294.35,3478.014286,182.4045167,3478.552667,209.5937915,5194,3892,1662,8864,7008,6557.285714,5413.466533,4123.633333,3167.797467,3447.69,3433.13,3441.89,3574.03,3437.4,3456.828571,98.03757705,3433.377667,105.3375553,0.449914535,0.56618731,0.565248308,0.538920357,0.466843554,0.492336612,0.0415282,0.523618421,0.048093955,-0.063,0.417,0.269,0.053,0.657,-0.014,0.246479208,0.0428,0.230327713,0.021,-0.232,-0.209,-0.176,-0.087,-0.093714286,0.084873856,-0.1129,0.131927971,3935,3935,3935,3935,3935,3935.0,0.0,3935.0,0.0
07-08-2023,Castor,31-08-2023,3536.11,3494.22,3580.48,3568.3,3565.817628,29.71,0.84,3541.11,3592.01,3578.8,3623.97,4651,1.205,1.206,0.844,1.108,-185,-60,0.461,0.385,1365,3935,0,25,20,5,21.67,-0.213,22.53,15.27,0,0.445620146,-0.428,-0.04,120076,136041,1926,12.03,13.03,36.2,3594.15,791.3,935.34,0,40.5,0,0,791.3029315,935.3437911,-0.428020795,-0.040432912,73.59,29.54,26.65,21.28,10.79,21.70571429,23.5171688,15.95766667,13.73933459,30.37,25.81,29.29,26.34,31.5,27.29428571,2.808978801,27.63733333,2.865804254,13.12,17.99,13.46,15.38,13.18,14.19571429,1.094133708,14.16566667,1.901675637,3836.107586,3455.680418,3477.387039,3430.233693,3387.171434,3509.914277,190.2960671,3489.167963,206.7110029,3800.74,3448.9,3446.98,3453.09,3357.25,3496.811429,185.6550113,3482.799,210.3492219,3981,2688,1172,1694,6333,6837.714286,5227.264923,4222.2,3135.430558,3612.0,3326.36,3432.93,3382.86,3458.61,3495.084286,90.6079724,3440.420667,108.8484567,0.433073666,0.531222839,0.497636521,0.595074646,0.540936971,0.480107656,0.040765603,0.518636604,0.048177477,-0.195,0.195,0.246,0.178,0.099,-0.103,0.269808574,0.0226,0.244216354,-0.154,-0.194,-0.41,-0.175,-0.047,-0.071714286,0.073780563,-0.1084,0.132039075,3935,3935,3935,3935,3935,3935.0,0.0,3935.0,0.0
08-08-2023,Castor,31-08-2023,3073.01,3034.94,3093.09,3079.24,3066.487478,-6.52,-0.212,3063.42,3387.73,3356.17,3413.21,7058,0.771,2.649,0.735,0.637,283,158,0.168,0.446,213,3935,0,40,13,27,3.64,-0.15,25.41,17.22,0,0.444144815,0.164,0.19,40701,38760,1175,16.75,20.55,39.38,3340.65,770.74,904.4,0,40.8,0,0,770.7355975,904.4042881,0.164192477,0.189620716,21.67,16.54,17.09,16.69,7.01,19.86285714,24.47534795,15.52266667,13.92073867,22.53,26.36,31.7,31.27,30.58,27.15857143,2.883599767,27.442,2.808805612,15.27,14.29,14.74,13.21,11.85,14.61428571,1.586073318,14.29933333,1.971822076,3565.817628,3289.47752,3472.100123,3350.460475,3503.402595,3478.058557,244.3382264,3479.702196,219.3945216,3580.48,3285.5,3477.96,3306.85,3484.23,3469.324286,230.8882739,3475.673667,219.917618,4651,3577,1861,7348,5446,7335.0,5027.109972,4212.533333,3125.893811,3594.15,3377.21,3380.9,3225.09,3426.99,3489.861429,99.18289645,3444.272667,102.8446036,0.445620146,0.518326478,0.469742368,0.420322426,0.51639177,0.469510275,0.038767517,0.519430684,0.046674014,-0.428,0.386,-0.068,0.104,-0.465,-0.134714286,0.208928787,0.0246,0.245149863,-0.04,-0.156,0.195,-0.105,-0.404,-0.022285714,0.113247096,-0.098566667,0.142843701,3935,3935,3935,3935,3935,3935.0,0.0,3935.0,0.0
09-08-2023,Castor,31-08-2023,3830.0,3751.98,3809.84,3900.75,3828.59849,-1.4,-0.037,3827.83,3617.05,3601.91,3655.67,7033,2.426,0.583,0.909,0.177,166,154,0.283,0.376,1094,3935,0,53,10,43,11.82,0.098,31.0,14.29,0,0.465800782,0.498,-0.016,160908,103377,1870,13.3,23.87,46.07,3652.33,801.12,933.65,0,41.86666667,0,0,801.1156666,933.6464779,0.49769543,-0.016214847,3.64,9.09,6.01,2.0,13.08,20.25285714,24.29617371,15.85,13.70559262,25.41,27.87,35.01,25.86,28.12,27.60571429,3.233722608,27.61333333,2.865178978,17.22,15.4,13.67,14.43,13.41,14.45571429,1.549493005,14.29466667,1.971667828,3066.487478,3642.54257,3198.552782,2859.224618,3418.506561,3504.637974,273.5827144,3512.014659,194.8737937,3093.09,3607.39,3170.08,2867.15,3442.83,3498.245714,261.690032,3507.096667,196.020138,7058,2886,6425,1660,3582,7927.428571,4645.280934,4391.633333,3128.525338,3340.65,3402.31,3341.75,3231.5,3250.12,3525.578571,107.101405,3458.300333,101.5136725,0.444144815,0.517393758,0.522259954,0.518042309,0.535995711,0.46213985,0.032553015,0.5176893,0.047691071,0.164,-0.367,0.058,0.171,-0.264,-0.011142857,0.289075785,0.0355,0.258774666,0.19,-0.094,-0.293,0.128,-0.08,-0.011142857,0.108763395,-0.103366667,0.137278846,3935,3935,3935,3935,3935,3935.0,0.0,3935.0,0.0
10-08-2023,Castor,31-08-2023,3591.69,3535.85,3546.73,3591.8,3555.132702,-36.56,-1.018,3568.62,3420.08,3379.67,3441.93,2265,2.756,1.782,0.958,1.321,278,223,0.453,0.682,3000,3935,0,51,20,31,9.63,0.049,29.12,16.99,0,0.501217989,-0.046,-0.097,73167,89038,1185,11.62,19.42,39.34,3353.41,810.12,907.91,0,41.56666667,0,0,810.1222633,907.9140998,-0.04608821,-0.096762574,11.82,8.41,16.98,1.49,18.93,20.42714286,24.20125184,16.12133333,13.49038604,31.0,25.28,28.16,26.44,29.12,28.15428571,3.096217354,27.70266667,2.869111281,14.29,13.65,13.41,14.59,15.38,14.93285714,1.759987825,14.37466667,2.031835816,3828.59849,3434.274338,3784.732209,3793.692563,3502.986876,3521.903454,272.2122359,3504.062663,187.7193215,3809.84,3390.36,3772.04,3845.2,3522.65,3520.584286,257.5876399,3497.147667,185.5634847,7033,17355,2433,3616,1381,5771.714286,2586.054763,4346.6,3149.726727,3652.33,3507.65,3611.63,3480.78,3489.61,3503.544286,125.6624319,3454.054667,103.1907543,0.465800782,0.531009564,0.576805487,0.533240546,0.559087394,0.457883911,0.022418241,0.516621881,0.047689365,0.498,-0.008,-0.212,-0.021,0.115,-0.016571429,0.289363587,0.034666667,0.25900304,-0.016,0.018,-0.111,0.046,-0.282,-0.027571429,0.112256933,-0.108133333,0.134365362,3935,3935,3935,3935,3935,3935.0,0.0,3935.0,0.0
11-08-2023,Castor,31-08-2023,3138.68,3062.91,3117.42,3148.84,3106.625778,-32.05,-1.021,3114.26,3297.05,3275.04,3336.93,3511,1.515,0.563,0.277,0.766,339,301,0.913,0.261,1095,3935,0,35,17,18,4.37,-0.29,27.99,16.17,0,0.471837357,0.31,0.24,181667,144733,1223,9.35,28.1,37.07,3290.81,791.58,921.0,0,41.46666667,0,0,791.5831955,921.0019642,0.309899884,0.240236221,9.63,6.42,17.52,27.7,20.5,20.13428571,24.41049969,15.34366667,13.47233474,29.12,30.24,28.9,21.16,34.73,27.83285714,2.957277545,27.93033333,2.589390134,16.99,12.63,13.09,14.07,15.36,15.43857143,1.473232597,14.44466667,2.056996024,3555.132702,3477.858323,3435.701496,3287.855333,3171.698824,3468.870234,315.019821,3498.021678,197.5743797,3546.73,3513.72,3423.79,3281.52,3211.65,3463.97,299.4902432,3491.677667,194.3495413,2265,10220,4105,3868,8521,4813.285714,1780.428854,4334.7,3152.270645,3353.41,3524.58,3378.94,3293.38,3172.52,3470.148571,148.1849856,3453.969,103.3297156,0.501217989,0.465415444,0.561786908,0.587418757,0.518767887,0.458801327,0.022903959,0.512769168,0.046424631,-0.046,-0.046,0.475,0.285,0.139,0.034285714,0.313598849,0.0355,0.259875003,-0.097,-0.097,-0.196,0.016,-0.219,0.020571429,0.145005583,-0.100666667,0.147119781,3935,3935,3935,3935,3935,3935.0,0.0,3935.0,0.0
12-08-2023,Castor,31-08-2023,3596.43,3533.44,3573.33,3688.78,3583.091555,-13.34,-0.371,3600.44,3493.74,3444.78,3522.44,3599,1.873,0.642,0.884,0.239,463,492,0.371,0.689,1002,3935,0,33,20,13,1.68,-0.123,24.69,15.07,0,0.495427065,-0.016,-0.031,121343,152933,1375,12.31,15.72,42.62,3471.91,776.4,843.34,0,41.3,0,0,776.401799,843.3420737,-0.015598058,-0.031473504,4.37,16.22,6.78,11.31,6.95,18.05714286,25.39774381,15.02266667,13.68480706,27.99,28.41,27.38,27.83,34.92,27.30142857,3.163344373,27.82566667,2.656185602,16.17,15.01,13.97,11.31,13.08,15.44714286,1.470495543,14.57,1.972215628,3106.625778,3323.321974,3559.816993,3769.479671,3160.046623,3505.980174,310.2813526,3491.808741,191.583497,3117.42,3299.49,3597.7,3753.09,3117.64,3503.09,292.2213069,3485.685667,188.7010184,3511,5194,2841,3586,1998,4585.428571,1825.08793,4335.133333,3152.165066,3290.81,3447.69,3476.09,3514.04,3471.84,3473.608571,147.8555904,3452.564667,102.7699244,0.471837357,0.449914535,0.435616684,0.544454713,0.523239254,0.465303117,0.026185571,0.511134913,0.04613279,0.31,-0.063,0.11,-0.066,0.084,0.041,0.311665954,0.037166667,0.259361428,0.24,0.021,-0.098,-0.318,-0.294,0.013142857,0.146306104,-0.0911,0.141732713,3935,3935,3935,3935,3935,3935.0,0.0,3935.0,0.0
13-08-2023,Castor,31-08-2023,3603.14,3549.9,3655.52,3664.04,3645.00765,41.87,1.162,3615.52,3484.34,3451.19,3513.35,2068,0.959,0.878,0.673,1.104,368,-148,0.556,0.675,6223,3935,0,36,21,15,22.24,-0.059,23.86,18.73,0,0.471589966,0.012,-0.155,150053,77732,751,15.08,15.5,34.6,3421.4,783.4,895.67,0,41.83333333,0,0,783.3987864,895.6704628,0.012299242,-0.155149187,1.68,73.59,17.67,31.28,21.43,10.72142857,8.437826396,14.72133333,13.41127851,24.69,30.37,28.69,32.24,32.54,26.37142857,3.066308468,27.54633333,2.616286501,15.07,13.12,12.42,16.38,13.6,16.24857143,1.518754189,14.64833333,2.089751814,3583.091555,3836.107586,3383.444849,3574.152997,3388.79123,3478.680183,283.6590122,3494.170563,193.0646521,3573.33,3800.74,3373.86,3550.33,3397.16,3482.344286,272.0252571,3489.192,190.908006,3599,3981,4044,1564,3247,4312.142857,2058.923378,4351.933333,3138.198692,3471.91,3612.0,3333.27,3555.82,3353.63,3446.38,135.1242856,3448.084,101.0283922,0.495427065,0.433073666,0.562947585,0.554707138,0.564226228,0.470805446,0.02199607,0.508364341,0.045921138,-0.016,-0.195,0.167,0.208,-0.018,0.070571429,0.294911771,0.030633333,0.257370722,-0.031,-0.154,-0.161,-0.203,-0.033,0.013,0.146496871,-0.0895,0.140693051,3935,3935,3935,3935,3935,3935.0,0.0,3935.0,0.0
14-08-2023,Castor,31-08-2023,3539.13,3490.03,3532.19,3555.11,3540.324701,1.19,0.034,3531.15,3426.44,3383.74,3442.87,4208,2.339,1.342,0.28,0.667,475,78,0.63,0.834,1517,3935,0,55,9,46,2.55,0.12,23.38,13.93,0,0.505132029,0.125,-0.119,136997,120281,856,11.03,10.12,36.96,3448.79,766.9,866.52,0,42.56666667,0,0,766.9038315,866.5190018,0.12468839,-0.119411222,22.24,21.67,20.73,3.3,14.12,7.99,7.324133623,14.69633333,13.43398302,23.86,22.53,26.63,27.65,37.28,26.49285714,2.901216494,27.404,2.724369715,18.73,15.27,14.43,12.48,15.3,16.05714286,1.732115415,14.69666667,2.054339953,3645.00765,3565.817628,3456.743736,3458.851064,3333.373445,3475.038336,282.5151566,3496.88635,193.123715,3655.52,3580.48,3445.13,3411.08,3392.0,3475.445714,269.7243308,3493.229,190.4793009,2068,4651,3892,4838,2873,4248.857143,2053.573262,4330.933333,3136.941547,3421.4,3594.15,3433.13,3336.62,3279.72,3425.614286,118.8155197,3451.823,98.81229447,0.471589966,0.445620146,0.56618731,0.554967207,0.495124379,0.479307143,0.022139804,0.506703168,0.045070678,0.012,-0.428,0.417,0.056,-0.261,0.149571429,0.196867009,0.032933333,0.257912968,-0.155,-0.04,-0.232,0.034,-0.131,0.001714286,0.154105715,-0.0946,0.138822536,3935,3935,3935,3935,3935,3935.0,0.0,3935.0,0.0
15-08-2023,Castor,31-08-2023,3546.88,3507.38,3532.25,3558.86,3554.05066,7.17,0.202,3541.79,3496.92,3462.07,3509.81,1312,2.078,1.052,0.427,0.919,380,181,0.886,0.831,2150,3935,0,52,12,40,3.95,0.068,23.65,16.38,0,0.450538368,0.654,-0.189,152205,144329,1205,17.14,17.62,39.46,3525.97,783.65,900.03,0,42.7,0,0,783.6460294,900.0335661,0.65371161,-0.18888071,2.55,3.64,29.54,6.71,12.02,8.034285714,7.294323951,14.60433333,13.499851,23.38,25.41,25.81,26.33,33.87,26.24142857,3.081371062,27.31466667,2.803588505,13.93,17.22,17.99,19.47,11.03,15.93714286,1.665960327,14.59366667,1.876531068,3540.324701,3066.487478,3455.680418,3595.224332,3362.505095,3544.690219,217.6611785,3495.513895,192.5462058,3532.19,3093.09,3448.9,3596.93,3356.31,3538.182857,210.5494711,3491.073,189.6292071,4208,7058,2688,3423,1964,3428.0,1885.036693,4260.566667,3181.372169,3448.79,3340.65,3326.36,3542.09,3503.3,3452.088571,117.3661587,3451.285667,98.34723865,0.505132029,0.444144815,0.531222839,0.517353634,0.468476978,0.480220508,0.020520067,0.504475992,0.046163822,0.125,0.164,0.195,-0.377,0.213,0.219571429,0.274614795,0.0673,0.26982116,-0.119,0.19,-0.194,-0.012,-0.055,-0.052428571,0.143115172,-0.1005,0.138952175,3935,3935,3935,3935,3935,3935.0,0.0,3935.0,0.0
16-08-2023,Castor,31-08-2023,3614.23,3563.88,3600.9,3741.35,3580.320325,-33.91,-0.938,3624.95,3563.3,3548.63,3594.47,1909,2.581,0.705,0.727,1.281,-137,22,0.343,0.709,1893,3935,0,80,11,69,26.54,-0.08,25.81,13.47,0,0.438062074,-0.151,-0.082,99196,106154,1026,23.79,10.29,30.11,3526.86,792.82,879.38,0,43.96666667,0,0,792.816918,879.3805158,-0.150515374,-0.082353569,3.95,11.82,16.54,18.44,5.81,10.13714286,10.13589942,14.87433333,13.65927011,23.65,31.0,26.36,24.66,32.69,25.5,2.260648874,27.353,2.773742834,16.38,14.29,14.29,14.83,19.32,15.82,1.822553154,14.54833333,1.887022985,3554.05066,3828.59849,3289.47752,3710.183143,3078.033724,3509.22191,180.7935855,3491.185134,188.9804131,3532.25,3809.84,3285.5,3720.21,3088.26,3508.334286,177.897796,3487.096,185.8718096,1312,7033,3577,1165,5156,2696.0,1070.883436,4285.366667,3159.231787,3525.97,3652.33,3377.21,3643.35,3250.66,3434.164286,87.45862638,3447.402667,92.6364124,0.450538368,0.465800782,0.518326478,0.544125303,0.482521045,0.476257835,0.025774421,0.500940551,0.047075001,0.654,0.498,0.386,-0.302,-0.492,0.126857143,0.274502233,0.072333333,0.264041054,-0.189,-0.016,-0.156,-0.213,-0.062,-0.061857143,0.142487928,-0.096133333,0.137343951,3935,3935,3935,3935,3935,3935.0,0.0,3935.0,0.0
17-08-2023,Castor,31-08-2023,3305.43,3275.01,3295.61,3318.03,3295.685653,-9.74,-0.295,3298.54,3465.51,3443.65,3510.21,6696,2.124,2.468,0.484,0.924,0,175,0.199,0.786,3150,3935,0,58,32,26,33.28,-0.122,27.48,14.07,0,0.543466183,-0.375,-0.136,111995,58204,728,12.77,13.19,30.42,3453.07,800.77,942.1,0,44.4,0,0,800.7703647,942.1009117,-0.375331777,-0.135963223,26.54,9.63,9.09,17.32,28.87,13.51571429,13.36569097,15.40633333,14.06265622,25.81,29.12,27.87,27.79,29.12,25.26571429,1.875054285,27.34266667,2.772635909,13.47,16.99,15.4,17.19,12.64,15.40285714,1.844168415,14.44433333,1.821241871,3580.320325,3555.132702,3642.54257,3591.73925,3436.812416,3472.158046,195.7854886,3481.316681,191.2645419,3600.9,3546.73,3607.39,3612.32,3412.27,3472.46,193.5003855,3476.539,187.5011622,1909,2265,2886,2973,14007,3329.0,1820.721652,4409.466667,3178.963404,3526.86,3353.41,3402.31,3479.18,3402.99,3448.401429,79.90761925,3446.532333,92.45003078,0.438062074,0.501217989,0.517393758,0.529122509,0.531048962,0.482293292,0.035648492,0.501418674,0.047442512,-0.151,-0.046,-0.367,0.19,0.059,0.079857143,0.331317284,0.0535,0.275269993,-0.082,-0.097,-0.094,-0.048,-0.137,-0.067428571,0.144834224,-0.099066667,0.137220169,3935,3935,3935,3935,3935,3935.0,0.0,3935.0,0.0
18-08-2023,Castor,31-08-2023,3463.09,3377.93,3415.41,3484.04,3430.369177,-32.72,-0.945,3438.86,3448.79,3432.47,3492.31,1005,0.85,1.764,0.207,0.108,-128,279,0.117,0.049,2543,3935,0,27,26,1,11.95,0.008,25.21,13.12,0,0.469280248,-0.198,-0.246,84464,72207,1094,14.65,12.68,39.85,3496.36,772.66,904.98,0,42.53333333,0,0,772.6568398,904.9799617,-0.197626726,-0.245608001,33.28,4.37,8.41,2.67,17.17,14.59857143,12.79615493,15.71566667,13.87363182,27.48,27.99,25.28,27.97,30.85,24.86857143,1.447543074,27.25066667,2.796787484,14.07,16.17,13.65,9.56,14.01,14.96714286,1.98744991,14.563,1.593796487,3295.685653,3106.625778,3434.274338,3645.381777,3697.310461,3518.407103,117.7224057,3474.149594,188.9187842,3295.61,3117.42,3390.36,3628.45,3762.39,3515.03,121.9086145,3469.437667,185.5737444,6696,3511,17355,4672,1498,2971.0,2014.980066,4287.233333,3238.463244,3453.07,3290.81,3507.65,3456.86,3451.24,3477.765714,40.29165127,3447.849,92.88245535,0.543466183,0.471837357,0.531009564,0.472441757,0.514629281,0.48192799,0.03578633,0.50131329,0.047512557,-0.375,0.31,-0.008,-0.246,-0.117,0.007285714,0.328125847,0.0551,0.273603583,-0.136,0.24,0.018,-0.163,0.095,-0.136857143,0.070112834,-0.101833333,0.139373496,3935,3935,3935,3935,3935,3935.0,0.0,3935.0,0.0
19-08-2023,Castor,31-08-2023,3278.26,3258.45,3349.26,3360.7,3328.237259,49.98,1.525,3306.41,3515.74,3488.8,3532.23,1832,2.409,2.129,0.868,0.45,443,285,0.728,0.358,3841,3935,0,42,3,39,12.16,0.083,26.47,13.33,0,0.556042788,0.004,-0.035,35233,41281,1210,8.03,14.5,38.06,3511.03,766.48,887.54,0,41.76666667,0,0,766.4833802,887.5436143,0.003760665,-0.034663163,11.95,1.68,6.42,10.15,9.88,16.09571429,11.58890685,15.78266667,13.85066112,25.21,24.69,30.24,25.76,25.81,25.12285714,1.562708272,27.27433333,2.786724295,13.12,15.07,12.63,13.91,17.0,14.71857143,2.079137871,14.54366667,1.605465844,3430.369177,3583.091555,3477.858323,3205.825096,3177.730755,3481.999347,132.8239481,3478.23,184.1861676,3415.41,3573.33,3513.72,3212.91,3190.34,3483.02,132.9652737,3473.982667,180.6794972,1005,3599,10220,5666,4098,2718.571429,2033.78808,4159.433333,3257.76986,3496.36,3471.91,3524.58,3459.78,3309.74,3483.354286,42.02003762,3449.557333,93.57816257,0.469280248,0.495427065,0.465415444,0.56065918,0.482571211,0.490587379,0.04558847,0.501159411,0.047320813,-0.198,-0.016,-0.046,0.001,-0.108,0.010142857,0.327976335,0.0552,0.273583676,-0.246,-0.031,-0.097,-0.039,-0.302,-0.137428571,0.0691155,-0.1017,0.139437577,3935,3935,3935,3935,3935,3935.0,0.0,3935.0,0.0
